accel_x_mean,accel_x_min,accel_x_max,accel_y_mean,accel_y_min,accel_y_max,accel_z_mean,accel_z_min,accel_z_max,accel_sma,accel_ai,gyro_x_mean,gyro_x_min,gyro_x_max,gyro_y_mean,gyro_y_min,gyro_y_max,gyro_z_mean,gyro_z_min,gyro_z_max,gyro_sma,gyro_ai,bucket_bin,activity,activity_code,bucket_samples
-2731.1,-10722,2470,3757.3,-260,14402,-212.16,-8246,5630,8406.12,5566.885639847968,18.73,-3416,6384,194.72,-4692,3475,-319.66,-2318,3929,4241.47,2831.4405314132305,157,Jogging,0,100
-2824.88,-9912,2426,3518.9,-1940,15934,-295.78,-19690,10582,8650.04,5713.8947750216375,58.48,-7376,5698,-319.36,-5167,3596,331.3,-2401,3941,4402.82,2962.49644551675,158,Jogging,0,100
-2576.24,-10566,1548,3243.52,-328,15666,-500.1,-4180,5530,7421.7,4850.102724618171,66.15,-2499,4941,217.62,-3892,3078,-60.44,-2576,3452,3689.03,2408.7169144765176,159,Jogging,0,100
-2421.94,-11106,2590,3381.46,-296,13360,-338.16,-4440,4516,7542.2,4981.096127739619,-30.19,-2803,4948,27.97,-3997,2614,-134.88,-2435,3536,3850.5,2554.2551042453742,160,Jogging,0,100
-2908.88,-9090,3140,3726.28,-72,14606,-192.0,-5118,5402,8549.6,5590.126509302808,-0.05,-2987,5925,-325.32,-5012,2375,308.12,-2150,3708,4105.63,2739.199774800931,161,Jogging,0,100
-2912.28,-10038,2178,3662.84,32,13698,-459.72,-14958,5436,8336.48,5478.075440705449,315.78,-3913,4842,257.08,-5287,3250,-309.22,-2280,3663,3879.84,2553.67066358797,162,Jogging,0,100
-2448.39,-10776,2738,3249.63,-580,14918,-302.12,-9458,5034,7596.96,4978.9891697457415,-75.97,-5036,5395,-101.01,-4713,2857,127.03,-2298,3538,3726.69,2473.199243876946,164,Jogging,0,200
-2759.02,-9642,1078,3649.58,-558,14208,-223.92,-4898,5710,7914.320000000001,5222.1130825126465,87.2,-3226,5273,323.5,-4850,2994,-280.92,-1959,3749,3911.12,2586.364206604685,165,Jogging,0,100
-2380.8395061728397,-8826,1938,3110.098765432099,-100,12702,-416.320987654321,-7464,7646,7217.0370370370365,4734.96663167019,-146.6172839506173,-4365,4486,276.74074074074076,-3511,4355,143.55555555555554,-1888,2681,3769.8024691358023,2485.581392818424,166,Jogging,0,81
-2722.12,-9036,1626,3423.08,26,12108,-424.68,-6772,6196,7817.28,5042.799355837935,-170.35,-3737,5514,705.18,-3750,4590,-131.81,-2284,2316,3876.36,2573.458424269095,167,Jogging,0,100
-2306.02,-8442,2068,3168.0,24,11674,-396.66,-7900,5910,7309.2,4744.260204244789,-137.08,-3426,6499,198.72,-3503,3666,-136.36,-2009,2371,3906.96,2593.306208038875,168,Jogging,0,100
-2923.3,-8506,1752,3665.46,-238,12320,-201.68,-5536,4694,8433.48,5450.863063884713,-308.83,-3626,6624,-164.62,-4057,4072,236.67,-2149,2530,4052.1,2665.2770569595327,169,Jogging,0,100
-2811.14,-9070,2498,3677.32,-214,13264,-303.94,-3902,6614,8139.8,5346.456200085015,283.99,-4874,4585,311.46,-4065,3690,-325.18,-2121,2314,3861.41,2546.016812919999,170,Jogging,0,100
-2287.4,-9470,2282,3285.1,-328,14554,-213.32,-12410,6942,7743.18,5060.890492106151,-51.0,-4642,7051,-85.6,-3955,4699,76.79,-2235,2542,4168.67,2785.253485673985,171,Jogging,0,100
-2692.68,-9338,2888,3101.36,-28,11982,-406.6,-4670,4678,7581.08,4929.4563945810605,-86.49,-2622,5158,-179.59,-5454,2976,163.84,-2071,2551,3727.38,2430.659684598222,172,Jogging,0,100
-2868.12,-9572,2246,3642.28,-1128,12752,-219.16,-6172,4636,8214.08,5378.552261019546,-123.51,-3203,5223,513.64,-4666,3815,-264.56,-2545,3161,4095.61,2705.4129173561905,173,Jogging,0,100
-2788.28,-8790,986,3497.94,-412,12474,-229.42,-4006,6168,7891.6,5123.418711440459,-435.63,-5198,4043,351.08,-4926,3677,111.24,-2539,1719,4040.9100000000003,2725.8962194467435,174,Jogging,0,100
-2533.1,-8258,1398,3221.42,-308,13058,-509.48,-5924,5230,7378.8,4738.22297673579,-121.32,-4264,4540,363.15,-4583,4086,-115.99,-2472,1928,3353.52,2245.2691107208575,175,Jogging,0,100
-2475.32,-8968,2672,3400.54,-2,12792,-251.48,-5804,6266,7698.1,5079.084657169044,-58.18,-4297,5087,56.09,-4774,2682,-170.54,-2082,2041,3943.63,2586.6145926878207,176,Jogging,0,100
-3213.6043956043954,-9212,2284,3859.076923076923,-168,13134,-218.17582417582418,-5922,4908,9062.417582417584,5833.221140834805,80.04395604395604,-4847,5235,-395.6043956043956,-4677,3015,417.2967032967033,-2470,2525,4181.1648351648355,2757.4249765500244,177,Jogging,0,91
-2801.52,-9582,2406,3680.02,-100,13302,-348.7,-3892,4626,8219.84,5353.42712879898,355.67,-4286,5446,251.57,-4478,2660,-272.66,-2580,2690,3920.08,2532.3924081249097,178,Jogging,0,100
-2241.12,-9594,2602,3240.48,-72,12440,-167.62,-4504,5188,7516.900000000001,4924.085010823267,5.74,-3504,6390,-48.88,-4413,3119,51.12,-2326,2519,3866.28,2569.2368626310194,179,Jogging,0,100
-2756.16,-10306,2724,3234.68,-156,12804,-454.82,-9634,7296,7848.14,5095.159662214742,-193.56,-4476,5591,-259.2,-5111,2516,218.05,-2292,2845,3922.15,2565.7097997853803,180,Jogging,0,100
-2876.44,-10014,2236,3765.14,-164,16232,-260.26,-12062,7064,8249.960000000001,5463.134032067049,179.49,-8888,6511,354.0,-4467,3598,-328.5,-2369,2805,4130.33,2716.7268994618394,181,Jogging,0,100
-2374.26,-9010,2766,3437.64,-502,13688,-137.92,-9982,9390,8106.74,5318.7011100541395,-35.75,-5611,5891,-191.74,-4259,3544,171.74,-2290,2831,4124.71,2744.08974568409,182,Jogging,0,100
-2623.9,-9694,1862,3114.2,-266,14134,-514.68,-5568,7002,7404.38,4849.751932764155,-4.19,-4594,5034,-77.46,-4232,2590,89.37,-2222,2727,3857.42,2524.092040366764,183,Jogging,0,100
-2632.54,-10388,3338,3602.88,-642,13782,-311.5,-4428,7166,8218.960000000001,5405.1731704509575,-31.13,-3732,4966,138.85,-4278,2427,-283.18,-2128,2908,4069.82,2634.9574356049397,184,Jogging,0,100
-2881.44,-8944,2100,3621.72,-756,14882,-260.48,-6694,7028,8540.36,5545.915384857903,57.03,-5011,6394,-314.9,-5023,4561,362.03,-2303,3248,4304.3,2814.5597771904645,185,Jogging,0,100
-2740.14,-10118,2422,3596.4,-662,14716,-458.56,-4620,5872,8168.34,5282.371297094349,169.02,-5522,5261,204.62,-5064,3166,-173.4,-2161,2553,3841.02,2469.024181081301,186,Jogging,0,100
-2202.74,-11248,3178,3014.44,-708,14240,-411.16,-13540,6484,7311.900000000001,4836.730834184728,-4.14,-5252,6402,1.41,-5106,3002,-95.92,-1909,2661,4124.77,2691.094280150068,187,Jogging,0,100
-3034.28,-9606,1862,3556.48,68,13534,-209.58,-5796,7716,8355.82,5373.654434050095,-51.21,-5220,5634,-274.57,-6156,3415,185.22,-2300,2304,4007.28,2650.7688764164004,188,Jogging,0,100
-2594.42,-8856,390,3190.36,174,11386,-373.4,-3190,2486,6748.42,4529.356086987317,-849.93,-2929,2714,1272.79,-1315,4596,-491.64,-1939,798,3537.96,2389.2719143018294,189,Jogging,0,100
-2403.0,-3744,-204,3355.84,2358,4942,-179.42,-2708,1458,6347.54,4251.521794837025,-108.17,-2055,1966,92.08,-1354,1802,-30.26,-630,656,1477.03,989.0284287616238,190,Jogging,0,100
-2545.5,-2730,-2220,3232.1,3080,3472,-102.18,-472,72,5884.26,4118.3986296725725,10.73,-204,149,-32.6,-158,142,-49.47,-173,29,181.74,120.50512206330671,191,Standing,3,100
-2600.46,-2898,-2282,3186.02,2868,3506,-50.32,-154,68,5843.16,4118.552800384731,15.66,-302,211,0.38,-265,406,-3.51,-64,63,242.21,158.60080714872595,192,Standing,3,100
-2585.3,-2760,-2486,3199.88,3120,3292,-57.32,-160,70,5850.42,4114.823777475031,9.93,-92,75,-0.16,-100,117,6.06,-19,40,67.17,44.81691042206431,193,Standing,3,100
-2547.66,-2658,-2428,3234.48,3124,3352,19.3,-148,162,5831.56,4118.155201312316,5.48,-83,81,-14.21,-138,78,13.28,-9,42,90.71000000000001,62.180865775302465,194,Standing,3,100
-2546.98,-2870,-2294,3224.88,2966,3410,33.76,-466,214,5863.62,4113.027276976226,-15.59,-278,199,18.04,-126,160,54.31,-28,204,145.64000000000001,101.83495928944559,195,Standing,3,100
-2720.0,-5588,-936,3169.5,1230,6592,-1027.1842105263158,-3252,1516,7112.157894736842,4564.351007021164,-308.13157894736844,-1652,1437,-530.6447368421053,-3681,1614,153.1184210526316,-729,1171,2570.0263157894738,1724.144471509065,196,Standing,3,76
-3066.92,-14724,2506,3808.82,-1264,14504,-431.3,-7264,7424,9187.44,5952.208630141866,431.58,-5693,6292,424.89,-10719,5478,-244.5,-2180,3744,4395.33,2963.4651850163687,197,Jogging,0,100
-2290.22,-11662,5012,3419.34,-1708,15350,-130.8,-13304,10666,9223.16,6057.815229170011,-50.02,-5238,7159,-243.69,-7667,3922,118.42,-2116,2995,4927.29,3229.4334829975,198,Jogging,0,100
-2684.94,-11842,4238,3146.66,-1134,14024,-468.54,-5920,6618,8081.74,5237.216889077844,57.78,-3789,5658,-158.29,-5562,3123,164.69,-2457,3082,4184.7,2680.3031390681863,199,Jogging,0,100
-2610.52,-11152,3916,3616.9,-2794,18754,-188.42,-6540,6406,9010.56,5989.610912150008,-0.66,-4833,6458,61.74,-5417,3908,-283.77,-3606,3234,4689.55,3091.026018776735,200,Jogging,0,100
-3024.06,-11502,2376,3640.86,-900,18862,-278.08,-9378,8408,8921.84,5794.355559158635,-60.73,-5466,7060,-81.74,-5734,4656,343.49,-2221,3458,4799.5,3172.175486345326,201,Jogging,0,100
-2727.04,-10554,1752,3282.52,-182,12912,-514.46,-9498,7352,7638.58,4915.410649054263,-134.95,-5457,5598,868.86,-4803,4200,-117.9,-2266,2601,4122.91,2752.2805162167306,202,Jogging,0,100
-2264.86,-11390,3590,3262.26,-720,14572,-275.0,-7552,8964,7700.32,5071.469769002232,-360.69,-4933,5696,532.59,-5270,5668,-246.32,-2624,2613,4331.68,2837.7878219100903,203,Jogging,0,100
-3008.82,-10408,3046,3867.86,-584,15484,-176.86,-10132,7092,9437.5,6038.3376253776,-138.62,-3025,6713,-424.72,-4904,4152,318.29,-2286,4100,4396.67,2885.9621323223428,204,Jogging,0,100
-2800.98,-9924,3098,3789.98,-32,15542,-241.76,-7690,7682,8628.44,5649.677105439612,299.17,-3833,6983,381.11,-4413,4078,-365.74,-2396,3062,4372.86,2866.2035657910374,205,Jogging,0,100
-2167.6,-10242,3830,3370.72,-372,17610,-78.56,-8328,8688,7996.04,5283.955991098536,14.28,-3874,6383,-165.78,-4820,3515,82.6,-2381,3411,4380.92,2894.399689329412,206,Jogging,0,100
-2707.72,-11026,3026,3166.7,-296,15106,-420.92,-6554,7154,7931.62,5216.041269362267,-114.7,-4358,6519,-157.89,-4861,3278,217.51,-2363,3641,4135.22,2691.490818533147,207,Jogging,0,100
-2633.04,-11056,3726,3772.06,-270,15360,-222.4,-5524,5960,8532.34,5674.156379071279,58.89,-3204,5796,148.54,-4401,2737,-308.51,-2566,3701,4175.9,2742.3678719964078,208,Jogging,0,100
-2821.98,-10700,3250,3737.18,-228,15390,-180.06,-9658,8080,8927.86,5808.633044524246,4.17,-5103,6479,-302.92,-5345,2911,355.65,-2177,3947,4422.26,2941.777618153562,209,Jogging,0,100
-2798.86,-10492,3226,3607.44,-584,14304,-365.32,-6614,4886,8432.02,5514.7416107325835,223.28,-3648,6368,266.55,-4219,2850,-175.49,-2230,3272,3983.46,2573.1101794629362,210,Jogging,0,100
-2212.16,-11038,3230,2997.28,-540,15574,-270.9,-4588,5706,7226.860000000001,4809.894510703623,42.64,-3866,6145,-12.51,-5630,3018,-46.69,-2316,4157,4132.4,2761.1811234175234,211,Jogging,0,100
-3006.14,-10016,3968,3817.4,-900,15416,-285.7,-7632,7228,9102.92,5961.14722238524,-170.69,-4457,6753,-331.77,-4994,2902,286.87,-2294,3503,4396.37,2862.24088978335,212,Jogging,0,100
-2825.44,-11602,3154,3672.9,-570,15012,-323.12,-11334,6650,8355.02,5514.613388732035,312.74,-3612,5164,291.79,-5219,2655,-363.61,-2258,3418,3994.54,2614.9553640290037,213,Jogging,0,100
-2227.54,-10638,2364,3256.78,-378,14474,-146.12,-3810,6286,7265.32,4794.7923237909245,-1.88,-3376,4960,-137.82,-3724,3054,109.19,-2328,2896,3780.31,2529.3652560642986,214,Jogging,0,100
-2661.76,-9566,1958,3172.08,-172,13386,-406.98,-5218,6096,7546.22,4901.343717579778,-212.04,-4078,5822,191.81,-4251,3600,259.46,-2411,3705,3863.61,2537.6626765349697,215,Jogging,0,100
-2765.34,-9648,1704,3750.02,-142,14876,-152.48,-6116,7408,8140.88,5376.007442192256,-345.24,-3331,5709,830.37,-2795,5021,-336.47,-2593,3559,4292.36,2829.2182446326433,216,Jogging,0,100
-2803.74,-9372,1650,3560.1,-556,14580,-173.14,-7222,6372,8324.42,5405.94722914847,-265.37,-5170,5335,-47.72,-6099,4279,187.82,-2125,2282,4432.99,2946.1092042482296,217,Jogging,0,100
-2679.44,-9514,2064,3566.9,-140,14128,-449.84,-5490,4252,7909.38,5157.980668258071,131.17,-4772,4577,240.32,-5422,3167,-171.6,-2602,2537,3736.57,2456.4027249228643,218,Jogging,0,100
-2293.1,-10066,2908,3084.3,-1362,13546,-374.04,-11812,5290,7364.4800000000005,4852.252979593582,9.85,-4842,6898,4.23,-5720,3344,-89.91,-2389,2885,4113.47,2767.4411819645993,219,Jogging,0,100
-2990.52,-10534,2722,3628.02,-312,14150,-70.74,-5388,6394,8792.52,5674.096229613333,-169.33,-4546,5457,-305.74,-5764,2951,235.33,-2069,3231,4026.2200000000003,2653.8957183607404,220,Jogging,0,100
-2747.26,-8942,2540,3659.44,-872,14746,-290.32,-9034,6366,8326.02,5459.055514055195,212.33,-4827,7758,494.83,-4413,5133,-248.52,-2425,3222,4245.42,2794.5673110726702,221,Jogging,0,100
-2467.4,-9058,2106,3270.86,-374,12672,-71.14,-8866,7060,7777.96,5005.643206335374,-405.93,-7094,6173,369.49,-6162,5715,104.87,-2010,2690,4657.25,3125.3039537579953,222,Jogging,0,100
-2587.56,-9456,1262,3176.68,-292,14504,-479.36,-5144,5902,7444.96,4794.083802751711,-278.61,-6592,5561,260.9,-4606,3931,45.75,-2182,2530,3971.28,2689.972924727736,223,Jogging,0,100
-2668.24,-9556,3192,3633.36,-602,16338,-230.44,-9412,7688,8279.68,5438.191386362937,-128.83,-4531,4074,252.72,-4084,3338,-308.22,-2042,2556,4043.01,2636.0340047683403,224,Jogging,0,100
-2818.84,-10578,3792,3698.88,-1018,15538,-210.54,-5852,6756,9025.54,5849.948860525527,-63.07,-5641,6155,-271.88,-4842,3831,270.28,-2231,3269,4605.35,3059.1981029748417,225,Jogging,0,100
-2732.92,-10792,3536,3460.82,-782,17176,-416.16,-4432,6224,8194.78,5330.355318172969,192.41,-4218,5890,243.48,-4461,3004,-144.62,-2321,2652,4027.55,2596.896787759786,226,Jogging,0,100
-2255.76,-10946,3714,3056.26,-614,14706,-344.46,-17964,7390,7771.68,5130.402206016108,39.68,-4970,5686,51.91,-5279,2813,-88.71,-2268,3735,4145.62,2686.160809587768,227,Jogging,0,100
-3014.88,-9808,3070,3822.32,-872,16164,-309.24,-18060,7426,9080.04,5920.156019334061,-190.78,-6363,5496,-398.81,-5044,3089,267.39,-2348,2900,4368.5,2877.91825065027,228,Jogging,0,100
-2846.42,-10914,3438,3659.52,-514,14920,-361.88,-9380,5614,8411.62,5480.65547295073,338.74,-5116,5644,295.33,-4676,2796,-289.16,-2317,2981,4007.13,2605.868091029869,229,Jogging,0,100
-2202.48,-10222,3184,3155.66,-652,15908,-241.76,-15596,8380,7707.26,5123.74527060288,33.78,-6388,6195,-91.35,-4915,3605,10.35,-2123,3276,4264.68,2813.9131808062207,230,Jogging,0,100
-2847.06,-10262,2684,3317.18,-1130,15304,-339.98,-5706,4946,8239.54,5359.275902407295,-222.5,-4822,5862,-238.51,-5397,3170,229.92,-2290,3488,4122.83,2691.5050286878886,231,Jogging,0,100
-2818.7012987012986,-10268,4424,3620.2077922077924,-786,14758,-217.84415584415584,-13170,7416,8930.987012987014,5842.696636928221,-38.74025974025974,-4254,5966,-186.12987012987014,-5424,2644,58.64935064935065,-2212,3118,4383.285714285715,2893.799906626856,233,Jogging,0,77
-2592.92,-10344,3852,3040.88,-870,15020,-534.6,-7218,6196,7758.52,5056.3835439694785,48.25,-5223,6839,9.94,-5951,3442,31.5,-2342,2535,4137.45,2710.961288951361,234,Jogging,0,100
-2615.48,-10820,2826,3579.3,-378,13612,-304.54,-5798,6136,8126.88,5321.772292640281,-74.48,-6008,6460,76.6,-6130,3544,-285.54,-2186,3527,4071.4,2676.4390435549476,235,Jogging,0,100
-2774.5,-10654,1448,3418.86,-1258,22096,-255.38,-7348,5700,8086.1,5175.007243338986,182.79,-3447,4805,-19.59,-4675,3301,56.03,-2211,3039,3913.81,2560.800187182475,236,Jogging,0,100
-2582.3953488372094,-5100,-794,3182.7441860465115,1140,5146,-34.627906976744185,-1894,1866,6419.53488372093,4309.77508452247,-950.6279069767442,-2602,1005,705.0930232558139,-3827,3551,-105.72093023255815,-1050,1349,2962.4883720930234,1958.9612621448794,237,Jogging,0,86
-2511.74,-3846,-954,3382.34,2322,5356,188.42,-2378,1266,6296.82,4301.635739226357,-281.07,-4295,1152,117.62,-1931,2132,-12.95,-360,746,1038.42,719.3065994549097,238,Jogging,0,100
-2516.02,-2622,-2302,3259.22,3132,3390,25.88,-120,168,5822.04,4118.366797712147,10.45,-81,110,9.41,-110,128,-18.72,-64,11,106.3,71.28228733519884,239,Standing,3,100
-2573.8,-2686,-2490,3209.0,3108,3292,13.32,-140,134,5830.4800000000005,4114.42466625104,6.11,-59,94,7.72,-61,95,-5.49,-29,29,65.4,43.65403319931238,240,Standing,3,100
-2563.22,-2754,-2364,3215.42,3058,3408,83.92,-58,284,5864.28,4114.730015566586,-9.37,-133,185,-4.24,-194,130,3.14,-68,41,149.29,96.2479692012763,241,Standing,3,100
-2561.7,-2686,-2448,3224.42,3106,3342,106.46,-54,282,5898.3,4120.8802140546995,40.05,-105,213,-0.71,-194,130,0.38,-54,28,143.46,98.11563638860501,242,Standing,3,100
-2526.62,-3440,-1986,3156.52,2676,3380,96.56,-230,816,5855.82,4059.9658822651654,-119.87,-503,261,-202.67,-847,104,106.94,-2,443,499.68,334.36144157074415,243,Standing,3,100
-2982.78,-14364,4234,3282.36,-2632,13022,-572.74,-5950,6166,8751.72,5740.6346602376725,264.78,-3939,4524,182.27,-6752,5026,-67.1,-2360,2939,3905.9900000000002,2575.3836510259544,244,Jogging,0,100
-2499.96,-13754,5736,3437.46,-1648,16430,-226.48,-9248,9220,9260.26,6123.134033061786,-93.95,-5336,6936,146.85,-7737,3979,-192.13,-2815,3556,4868.97,3161.24608950562,245,Jogging,0,100
-3172.78,-12544,4728,3888.68,-1052,18740,-201.98,-6964,8578,10332.960000000001,6683.882569602905,22.42,-5830,6381,-480.43,-6668,3855,382.14,-2584,4294,5275.39,3411.897320106653,246,Jogging,0,100
-2886.3,-11796,5068,3715.86,-1710,20742,-320.3,-8038,8004,9386.7,6200.09377576567,464.11,-5578,7063,278.61,-6330,5378,-296.94,-2529,3520,4866.88,3136.4281122282905,247,Jogging,0,100
-2174.12,-10834,3642,3176.02,-1904,16494,-189.48,-7848,6866,8132.34,5314.86807878148,-32.7,-4276,6532,-21.78,-6007,4064,40.36,-2415,3251,4628.46,3064.0730826976196,248,Jogging,0,100
-2792.6,-10782,5336,3275.28,-648,12316,-588.3,-16976,7176,8312.78,5427.166219720583,-485.58,-5376,6634,393.82,-6122,6425,267.41,-2582,3319,4663.79,3024.217474794903,249,Jogging,0,100
-2634.52,-11540,4036,3691.0,-1304,16342,-229.4,-23574,9542,9536.4,6233.701285432035,-118.38,-5838,5787,-373.34,-5120,4242,218.91,-2580,4978,4965.71,3220.560371132963,251,Jogging,0,100
-2603.86,-9718,4030,3462.72,-276,13538,-435.24,-10256,8640,8348.460000000001,5513.223225412907,169.03,-4971,7154,196.73,-4773,4749,-63.69,-2736,4243,4485.09,2918.137402204864,252,Jogging,0,100
-2356.44,-12228,4276,3410.28,-1128,16348,-387.68,-24028,8584,8664.44,5667.931435287351,66.71,-4496,6161,17.8,-4272,3400,-95.49,-2714,5020,4565.84,3001.749279527316,253,Jogging,0,100
-3027.68,-11876,3544,3846.56,-856,16548,-151.84,-13126,6586,9347.2,6074.579863529548,-137.06,-4256,5356,-362.3,-5865,3055,347.1,-2611,4612,4577.12,2987.8068971567236,254,Jogging,0,100
